,date,debate_name,debate_section,speaker,speech,speaking_time_seconds,candidate,bow_representation
3216,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Bernie Sanders,Joe said that Medicare for all would cost over $30 trillion. That right Joe. Status quo over 10 years will be $50 trillion. Every study done shows that Medicare for all is the most cost effective approach to providing healthcare to every man woman and child in this country. I who wrote the damn bill if I may say so intend to eliminate all out of pocket expenses. All deductibles. All copayments. Nobody in America will pay more than $200 a year for prescription drugs because  going to stand up to the greed and corruption and price fixing of the pharmaceutical industry. We need a health care system that guarantees health care to all people as every other major country does not a system which provides $100 billion a year in profit for the drug companies and the insurance companies. To tell you how absurd the system is tonight on ABC the healthcare industry will be advertising telling you how bad Medicare for all is because they want to protect their profits. That is absurd.,88.0,True,"[('joe', 2), ('say', 1), ('medicare', 3), ('trillion', 2), ('that', 2), ('status', 1), ('quo', 1), ('year', 1), ('every', 1), ('study', 1), ('do', 1), ('show', 1), ('effective', 1), ('approach', 1), ('provide', 2), ('healthcare', 2), ('man', 1), ('woman', 1), ('child', 1), ('write', 1), ('damn', 1), ('bill', 1), ('may', 1), ('intend', 1), ('eliminate', 1), ('pocket', 1), ('expense', 1), ('all', 2), ('deductible', 1), ('copayments', 1), ('nobody', 1), ('america', 1), ('pay', 1), ('prescription', 1), ('drug', 2), ('go', 1), ('greed', 1), ('corruption', 1), ('price', 1), ('fix', 1), ('pharmaceutical', 1), ('industry', 2), ('health', 2), ('care', 2), ('system', 3), ('guarantee', 1), ('major', 1), ('billion', 1), ('profit', 2), ('company', 2), ('insurance', 1), ('absurd', 2), ('abc', 1), ('advertising', 1), ('tell', 1), ('protect', 1)]"
3219,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",George S.,You get a response then  going to broaden out the discussion.,2.0,False,"[('you', 1), ('response', 1), ('go', 1), ('broaden', 1), ('discussion', 1)]"
3220,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Joe Biden,Okay. Number one my healthcare plan does significantly cut the cost. The largest out of pocket payment  pay is $1000.  be able to get into a Anyone who  afford it gets automatically enrolled in the Medicare type option we have et cetera but guess what? Of the 160 million people who liked their health care now they can keep it. If they  like it they can leave. Number one.,23.0,True,"[('okay', 1), ('number', 2), ('healthcare', 1), ('plan', 1), ('significantly', 1), ('cut', 1), ('the', 1), ('largest', 1), ('pocket', 1), ('payment', 1), ('pay', 1), ('able', 1), ('anyone', 1), ('afford', 1), ('get', 1), ('automatically', 1), ('enrol', 1), ('medicare', 1), ('type', 1), ('option', 1), ('cetera', 1), ('guess', 1), ('million', 1), ('like', 1), ('health', 1), ('care', 1), ('leave', 1)]"
3221,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Joe Biden,Number two. The fact of the matter is  in a situation where if you noticed he  answered the question. This is about candor honesty big ideas. Let have a big idea. The tax of 2% the senator talking about? That raises about $3 billion. Guess what? That leaves you about $28 billion short. The senator said before  going to cost you in your pay. There will be a deductible in your paycheck. The middle class person someone making 60 grand for three kids  going to end up paying $5000 more.  going to end up paying 4% more on their income tax. That a reality. Now  not a bad idea if you like it. I  like it.,36.0,True,"[('number', 1), ('the', 4), ('situation', 1), ('notice', 1), ('answer', 1), ('this', 1), ('candor', 1), ('honesty', 1), ('idea', 3), ('let', 1), ('tax', 2), ('talk', 1), ('that', 3), ('raise', 1), ('billion', 2), ('guess', 1), ('leaf', 1), ('short', 1), ('say', 1), ('go', 3), ('pay', 3), ('there', 1), ('deductible', 1), ('paycheck', 1), ('middle', 1), ('class', 1), ('person', 1), ('make', 1), ('grand', 1), ('kid', 1), ('end', 2), ('income', 1), ('reality', 1), ('now', 1)]"
3222,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",George S.,Okay now I want everybody to keep to the time but you did invoke both senators. I have to get responses from them then we will broaden out. Senator Warren you go first.,7.0,False,"[('okay', 1), ('everybody', 1), ('invoke', 1), ('senator', 2), ('response', 1), ('broaden', 1), ('warren', 1)]"
3223,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Elizabeth Warren,Let be clear.  actually never met anybody who likes their health insurance company.  met people who like their doctors.  met people who like their nurses.  met people who like their pharmacists. I met people who like their physical therapists. What they want is access to health care and we just need to be clear about what Medicare for all is all about. Instead of paying premiums into insurance companies and then having insurance companies build their profits by saying no to coverage  going to do this by saying everyone is covered by Medicare for all. Every healthcare provider is covered. The only question here in terms of difference is where to send the bill.,45.0,True,"[('let', 1), ('met', 5), ('anybody', 1), ('like', 1), ('health', 2), ('insurance', 3), ('company', 3), ('doctor', 1), ('nurse', 1), ('pharmacist', 1), ('physical', 1), ('therapist', 1), ('what', 1), ('access', 1), ('care', 1), ('medicare', 2), ('instead', 1), ('pay', 1), ('premium', 1), ('build', 1), ('profit', 1), ('say', 2), ('coverage', 1), ('go', 1), ('everyone', 1), ('cover', 2), ('every', 1), ('healthcare', 1), ('provider', 1), ('the', 1), ('term', 1), ('difference', 1), ('send', 1), ('bill', 1)]"
3225,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Bernie Sanders,Let us be clear Joe. In the United States of America we are spending twice as much per capita on health care as the Canadians or any other major country on earth.,12.0,True,"[('let', 1), ('joe', 1), ('united', 1), ('state', 1), ('america', 1), ('spending', 1), ('twice', 1), ('per', 1), ('caput', 1), ('health', 1), ('care', 1), ('canadian', 1), ('major', 1), ('earth', 1)]"
3227,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Bernie Sanders,Yeah but Americans  want to pay twice as much as other countries and they guarantee health care to all people. Under my Medicare for all proposal when you  pay out of pocket and you  pay premiums Maybe you have run into people who love their premiums. I . What people want is cost effective health care. Medicare for all will save the average American substantial sums of money on his or her health care bill.,31.0,True,"[('yeah', 1), ('american', 2), ('pay', 3), ('twice', 1), ('country', 1), ('guarantee', 1), ('health', 3), ('care', 3), ('under', 1), ('medicare', 2), ('proposal', 1), ('pocket', 1), ('premium', 2), ('maybe', 1), ('love', 1), ('what', 1), ('effective', 1), ('save', 1), ('average', 1), ('substantial', 1), ('sum', 1), ('money', 1), ('bill', 1)]"
3228,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",George S.,Senator Klobuchar you said in your opening statement you want to represent the people stuck in the middle of the extremes. Who represents the extreme on this stage?,8.0,False,"[('senator', 1), ('klobuchar', 1), ('say', 1), ('opening', 1), ('statement', 1), ('represent', 2), ('stuck', 1), ('middle', 1), ('extreme', 2), ('who', 1)]"
3229,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Amy Klobuchar,I think you know that I  agree with some of these proposals up here George.  talking about,7.0,True,"[('proposal', 1), ('george', 1), ('talk', 1)]"
3231,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Amy Klobuchar,If I could respond to some of the proposals but from my friends. First of all Senator Sanders and I have worked valiantly to bring down the cost of pharmaceuticals. That was a Klobuchar Sanders amendment to allow for drugs to come in from less expensive countries like Canada. We have worked to bring down the costs by fighting to allow 43 million seniors  a bill I lead to negotiate for better prices under Medicare. I figure  a lot of seniors and they should be allowed to get a better price.,29.0,True,"[('respond', 1), ('proposal', 1), ('friend', 1), ('first', 1), ('senator', 1), ('sander', 2), ('work', 2), ('valiantly', 1), ('pharmaceutical', 1), ('that', 1), ('klobuchar', 1), ('amendment', 1), ('allow', 3), ('drug', 1), ('less', 1), ('expensive', 1), ('country', 1), ('canada', 1), ('cost', 1), ('fight', 1), ('million', 1), ('senior', 2), ('bill', 1), ('lead', 1), ('negotiate', 1), ('well', 2), ('price', 2), ('medicare', 1), ('figure', 1)]"
3232,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Amy Klobuchar,When it comes to our health care and when it comes to our premiums I go with the doctor creed which is do no harm. While Bernie wrote the bill I read the bill. On page eight on page eight of the bill it says that we will no longer have private insurance as we know it. That means that 149 million Americans will no longer be able to have their current insurance. That in four years. I  think  a bold idea. I think  a bad idea. What I favor is something that what Barack Obama wanted to do from the very beginning and that is a public option. A nonprofit choice that will bring down the cost of insurance cover 12 million more people and bring down the prices for 13 million more people. That is a bold idea.,53.0,True,"[('when', 1), ('come', 2), ('health', 1), ('care', 1), ('premium', 1), ('doctor', 1), ('creed', 1), ('harm', 1), ('while', 1), ('bernie', 1), ('write', 1), ('bill', 3), ('read', 1), ('page', 2), ('eight', 2), ('say', 1), ('longer', 2), ('private', 1), ('insurance', 3), ('that', 3), ('mean', 1), ('million', 3), ('american', 1), ('able', 1), ('current', 1), ('year', 1), ('bold', 2), ('idea', 3), ('what', 1), ('favor', 1), ('barack', 1), ('obama', 1), ('want', 1), ('begin', 1), ('public', 1), ('option', 1), ('nonprofit', 1), ('choice', 1), ('cover', 1), ('price', 1)]"
3233,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",George S.,Senator Warren. Page eight of the bill she says. 149 people will lose their health insurance.,6.0,False,"[('senator', 1), ('warren', 1), ('page', 1), ('eight', 1), ('bill', 1), ('say', 1), ('health', 1), ('insurance', 1)]"
3235,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",George S.,She said page eight of the bill 149 people will lose their health insurance.,4.0,False,"[('she', 1), ('say', 1), ('page', 1), ('eight', 1), ('bill', 1), ('health', 1), ('insurance', 1)]"
3239,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Elizabeth Warren,Let be clear about this. People will have access to all of their doctors all of their nurses their community hospitals their rural hospitals. Doctors  have to hire people to fill out crazy forms. They  have to spend time on the phone arguing with insurance companies. People who have sick family members  have to get into these battles. What this is about is making sure that we have the most efficient way possible to pay for health care for everyone in this country. Insurance companies last year sucked $23 billion in profits out of the system. How did they make that money? Every one of those $23 billion was made by an insurance company saying no to your healthcare company.,52.0,True,"[('let', 1), ('people', 2), ('access', 1), ('doctor', 2), ('nurse', 1), ('community', 1), ('hospital', 2), ('rural', 1), ('hire', 1), ('fill', 1), ('crazy', 1), ('form', 1), ('they', 1), ('spend', 1), ('phone', 1), ('argue', 1), ('insurance', 3), ('company', 4), ('sick', 1), ('family', 1), ('member', 1), ('battle', 1), ('what', 1), ('make', 2), ('efficient', 1), ('possible', 1), ('pay', 1), ('health', 1), ('care', 1), ('everyone', 1), ('suck', 1), ('billion', 2), ('profit', 1), ('system', 1), ('how', 1), ('money', 1), ('every', 1), ('say', 1), ('healthcare', 1)]"
3241,09-12-2019,September Houston Democratic Debate Transcript  Third Debate,"Part 1: Gun Control, Healthcare, Criminal Justice",Pete Buttigieg,The problem Senator Sanders with that damn bill that you wrote and that Senator Warren backed,6.0,True,"[('the', 1), ('problem', 1), ('senator', 2), ('sander', 1), ('damn', 1), ('bill', 1), ('write', 1), ('warren', 1), ('back', 1)]"
